SP ID,Work Experience/Designation,Education/Qualifications,Education/Specialization
614934.0,['NA'],"['Bachelor of Engineering (B.E.)', 'HSC/12', 'SSLC/10']",['NA']
613900.0,['NA'],['Bachelor of Technology (B.Tech)'],['ECE']
613768.0,"['Front End Web Developer', 'Electrical programming Engineer', 'Graduate Engineer Trainee']",['Bachelor of Engineering (B.E.)'],['Electrical and Electronics']
613761.0,"['Land surveyor', 'Land surveyor']","['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)']","['NA', 'Economics']"
613678.0,"['Proposal Writer', 'Associate Image Manager', 'Account Coordinator']",['Bachelor of Arts (B.A.)'],['Journalism']
613556.0,['Hatha Yoga Teacher'],['Master - Other'],['General Studies']
613526.0,['Receptionist'],['Bachelor of Arts (B.A.)'],['Economics']
613393.0,['Receptionist'],['Bachelor of Arts (B.A.)'],['Sociology']
613263.0,"['Web developer', 'Web developer']",['Bachelor - Other'],['Computera']
613231.0,['Junior Project Fellow'],"['Master of Science (M.Sc)', 'Bachelor of Science (B.Sc)']","['Biochemistry', 'Biochemistry']"
613209.0,['Assistant Block Resource Coordinator'],['Master of Computer Application (M.C.A.)'],['Computer Applications']
613137.0,"['Lead', 'Data Analyst', 'Senior Analyst']","['Bachelor of Technology (B.Tech)', 'Postgraduate']","['Electronics and Communication', 'Data Science']"
613136.0,"['Freelancing', 'Technology Analyst']",['Bachelor of Technology (B.Tech)'],['NA']
613101.0,['T.A.'],['Bachelor of Engineering (B.E.)'],['Computer Science']
613098.0,"['HR Executive', 'HR Executive', 'HR Executive']",['Master of Business Administration (M.B.A.)'],['HR & Marketing']
613088.0,['NA'],['HSC/12'],['NA']
613063.0,"['Founder of Serene Sound Therapy & Wellness Center', 'Soft Skill & Yoga Trainer']","['Bachelor of Science (B.Sc)', 'Master of Business Administration (M.B.A.)', 'Other', 'Other']","['Information Technology', 'HR', 'Yoga Instructor', 'Sound Therapist']"
613048.0,"['Chief Assistant Director & Writer', 'Director & Producer']",['Bachelor of Science (B.Sc)'],['Electronic Media']
613036.0,['NA'],['Bachelor of Arts (B.A.)'],['History']
612920.0,"['Executive', 'Executive', 'Executive']",['Master of Commerce (M.Com)'],['NA']
612825.0,"['Teaching faculty', 'Assistant professor', 'Reporting analyst']","['Master of Business Administration (M.B.A.)', 'Bachelor of Science (B.Sc)']","['Travel and tourism administration', 'Biotechnology']"
612660.0,"['Sales Administrator', 'Unit Still Photographer', 'Photographer', 'Sales Administrator']",['Bachelor of Arts (B.A.)'],['Mass Media & Journalism']
612575.0,['Coordinator - Operations Analyst'],['Bachelor of Business Administration (B.B.A.)'],['Retail Management']
612307.0,['NA'],['Bachelor - Other'],['Drawing']
612268.0,"['Tution teacher', 'Self employed', 'Tution teacher']",['Bachelor of Science (B.Sc)'],['Mathematics']
612166.0,['Quality Engineer'],['Bachelor of Technology (B.Tech)'],['Mechanical Engineering']
612158.0,['NA'],['NA'],['NA']
612156.0,"['Salesman', 'Owner', 'Promoting', 'Delivery boy', 'Yoga Trainer']",['Bachelor of Arts (B.A.)'],['Yoga']
612100.0,"['Still Now', 'Service Engineer']",['Bachelor of Arts (B.A.)'],['Bengali']
612053.0,['Sr. Customer Service Associate- Voice'],"['HSC/12', 'SSLC/10']","['Science', 'Science']"
612050.0,['NA'],['HSC/12'],['PCB (physics chemistry biology)']
612022.0,['Content Writer - Marketing'],['Master of Business Administration (M.B.A.)'],['NA']
611964.0,['Founder'],"['Diploma', 'Other']","['Delhi', 'Philology']"
611821.0,"['Test lead', 'Team Lead', 'Senior software engineer']",['Bachelor of Technology (B.Tech)'],['Electronics and Communication Engineering']
611820.0,['NA'],['Master of Science (M.Sc)'],['NA']
611760.0,['NA'],['Bachelor of Commerce (B.Com)'],['Banking']
611754.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
611722.0,['NA'],['HSC/12'],['Science']
611650.0,['Sous Chef'],['Bachelor of Science (B.Sc)'],['NA']
611649.0,['NA'],['Master of Arts (M.A.)'],['English Literature']
611647.0,"['Social Media Marketing Intern', 'Graphic Design and Illustration Intern', 'Graphic Designer and Social Media Manager', 'Marketing Intern', 'Associate Editor Intern', 'Social Media and Design Intern', 'Social Media Marketing And PR Intern']",['Bachelor of Arts (B.A.)'],['Economics']
611637.0,['NA'],['HSC/12'],['Commerce']
611635.0,"['AVP', 'Gp Capt']",['Master of Science (M.Sc)'],['Military strategy']
611589.0,['Process Manager'],['Bachelor of Engineering (B.E.)'],['NA']
611563.0,"['Recruitment Executive', 'Recruiting Research Analyst', 'Global Talent Hunter - Talent Acquisition | Recruiter', 'Talent Advisor - APAC | Technical Sales and Leadership Hiring', 'Recruiter', 'Gojek']",['Bachelor of Engineering (B.E.)'],['NA']
611530.0,"['relationship manager', 'quality inspector']",['NA'],['NA']
611512.0,['NA'],['Master of Commerce (M.Com)'],['NA']
611509.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
611508.0,['Hub manager'],['Diploma'],['NA']
611506.0,"['HR Executive', 'Store incharge']",['NA'],['NA']
611453.0,['NA'],['NA'],['NA']
611415.0,"['Lecturer', 'Lecturer']","['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)', 'Master of Philosophy (M.Phil)', 'Bachelor of Education (B.Ed.)']","['English Literature', 'English Literature', 'English Literature', 'Education']"
611315.0,['Manager CSR'],['Master of Social Work (M.S.W / M.O.S.S.)'],"['Child and youth development, social policy and planning']"
611312.0,"['ASSOCIATE LECTURER', 'HEAD CASHIER']","['Bachelor of Technology (B.Tech)', 'HSC/12', 'SSLC/10']","['CHEMICAL ENGINEERING', 'PHYSICS, CHEMISTRY, MATHS, ENGLISH AND HINDI', 'HINDI, ENGLISH, MATHS, SCIENCE, SOCIAL SCIENCE AND DRAWING']"
611233.0,"['Proprietor', 'Senior Software Engineer']","['Master of Science (M.Sc)', 'Bachelor of Technology (B.Tech)']","['Computer Science', 'Electronics and communication']"
611230.0,['Account Manager'],['Master of Business Administration (M.B.A.)'],['Marketing']
611224.0,['Logistics IC'],"['Bachelor of Science (B.Sc)', 'Other']","['Cybersecurity and Networks', 'Junior Certificate in Carnatic Music- Vocal']"
611209.0,['NA'],['Bachelor of Technology (B.Tech)'],['EEE']
611200.0,"['Stager', 'ICQA quality department.']",['Diploma'],['Computer science']
611189.0,['Incharge production'],['Diploma'],['Textile']
611181.0,"['Manager HR - People Success', 'Manager HR - Talent Acquisition, Payroll, Emp Success', 'Manager - HR Business Partner', 'HR Business Partner', 'Service Delivery Partner - HR', 'HR Executive']",['Master of Business Administration (M.B.A.)'],['Human Resources']
611134.0,['Algorithms engineer robotics'],['Master of Science (M.Sc)'],['Mechatronics and Robotics engineering']
611112.0,['NA'],['Bachelor of Business Administration (B.B.A.)'],['NA']
611086.0,['NA'],['Bachelor of Commerce (B.Com)'],['Commerce']
611043.0,"['Business Development Associate', 'Laboratory Attendant']","['Bachelor of Science (B.Sc)', 'Other']","['Microbiology', 'Biotechnology']"
610987.0,"['Business Developer', 'Junior consultant', 'Personal trainer', 'Team lead / Vitality coach', 'Business Developer']","['Bachelor of Science (B.Sc)', 'Bachelor of Science (B.Sc)', 'Master of Science (M.Sc)']","['Psychology', 'Business Administration', 'Supply Chain Management']"
610948.0,"['Owner of Beauty Parlour', 'Owner of Beauty Parlour']",['HSC/12'],['Arts']
610947.0,['NA'],['Diploma'],['Electronics']
610916.0,['Senior Flight Attendant'],['NA'],['NA']
610906.0,"['Account handling', 'Own business']",['Master of Commerce (M.Com)'],['Accounts']
610837.0,"['Founder (Executive Director) and Product Architect', 'Senior Systems Engineer', 'Senior Associate Consultant', 'Start-up Mentor and Business Advisor', 'Consultant - Digital Solutions and Technical Presales']","['Master of Business Administration (M.B.A.)', 'Bachelor of Technology (B.Tech)']","['International Business', 'Mechanical Engineering']"
610779.0,"['Analyst', 'Analyst']",['Bachelor of Commerce (B.Com)'],['Finance']
610772.0,"['Attending Physician', 'Attending Physician']",['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['NA']
610705.0,"['Staff nurse', 'Staff nurse', 'Staff nurse']",['Diploma'],['Nursing']
610656.0,['NA'],['HSC/12'],['Science']
610645.0,['Customer experience'],['Other'],"['Computer skills, sports']"
610582.0,"['Sales Manager', 'Medical Transcriptionist/Proofreader/QA']",['Bachelor of Commerce (B.Com)'],['NA']
610479.0,['NA'],['Bachelor - Other'],['Civil Engineering']
610412.0,['NA'],['NA'],['NA']
610381.0,['NA'],['Bachelor of Technology (B.Tech)'],['Mechanical Egg']
610335.0,['Social Media Manager'],['Bachelor of Arts (B.A.)'],['Fashion Designing']
610237.0,['NA'],['Bachelor of Technology (B.Tech)'],['Chemical Engineering']
610229.0,"['Partner', 'Manager']",['Master of Commerce (M.Com)'],['Commerce']
610212.0,['NA'],['Bachelor of Science (B.Sc)'],['Mathematics']
610180.0,['Co-founder'],['Bachelor of Engineering (B.E.)'],['Electronics & telecommunications']
610155.0,['NA'],['NA'],['NA']
610130.0,"['GENERAL MANAGER', 'HEAD - OPERATIONS']",['Bachelor - Other'],['Electronics & Communication']
610117.0,['NA'],['Bachelor of Commerce (B.Com)'],['Commerce']
610075.0,['NA'],['Bachelor of Arts (B.A.)'],['Ncc']
610073.0,['Associate Software Developer'],['Bachelor of Technology (B.Tech)'],['CSE']
610057.0,['NA'],['HSC/12'],['Computer']
610052.0,['NA'],['Bachelor of Commerce (B.Com)'],['NA']
610046.0,['Senior engineer'],['Diploma'],['Electronics & communication']
609994.0,['NA'],['NA'],['NA']
609964.0,['Montessori Center Head/ Coordinator'],['Diploma'],['Montessori Education']
609755.0,"['Professional Singer/Anchor', 'Senior Software Engineer']",['Bachelor of Technology (B.Tech)'],['NA']
609699.0,['photographer'],['Bachelor of Arts (B.A.)'],['journalism and mass communication']
609698.0,['Trainee'],['Bachelor of Technology (B.Tech)'],['Mechanical Engineering']
609628.0,"['Executive Director of Engineering Manager', 'Senior engineering manager']",['Bachelor of Engineering (B.E.)'],['Computers']
609622.0,['NA'],['Bachelor of Commerce (B.Com)'],['Finance']
609619.0,['Associate'],['Bachelor of Science (B.Sc)'],['Agriculture']
609604.0,"['Lawyer', 'Lawyer']",['Bachelor of Law (B.L. / LLB)'],['NA']
609560.0,"['Sales management', 'Executive Director', 'Manager Sales & Operations', 'Regional Sales Manager', 'Regional Sales Manager']",['Bachelor of Business Administration (B.B.A.)'],['NA']
609559.0,['NA'],['Bachelor of Technology (B.Tech)'],['Agriculture engineer']
609547.0,['Web designer'],['Bachelor of Engineering (B.E.)'],['Electronics & Communication engineering']
609523.0,['Revenue cycle officer'],['Bachelor of Business Management (B.B.M)'],['NA']
609490.0,['Assistant manager'],['Bachelor of Technology (B.Tech)'],['Civil']
609463.0,['NA'],['Bachelor of Commerce (B.Com)'],['Commerce']
609408.0,"['Software Engineer', 'Warehouse worker']",['Bachelor of Science (B.Sc)'],['Computer Science']
609364.0,['NA'],['Bachelor of Science (B.Sc)'],"['Physics, Chemistry, Mathematics']"
609345.0,['NA'],['Undergraduate'],['NA']
609326.0,"['Bilingual sales support account manager', 'Customer support']",['Doctor of Medicine (M.D.)'],['General medicine']
609239.0,['Reservations'],['Bachelor of Commerce (B.Com)'],['Commerce']
609228.0,"['Quality Analyst', 'Business Analyst', 'Lead']",['Postgraduate'],['IT and FINANCE']
609192.0,['Video editor & project manager'],['NA'],['NA']
609117.0,['NA'],['HSC/12'],['NA']
608974.0,['NA'],"['Bachelor of Technology (B.Tech)', 'Other']","['Mechanical', 'Maths, Physics, Chemistry']"
608972.0,"['Graduate Engineer Trainee', 'Autocad draftsman']",['Bachelor of Technology (B.Tech)'],['Civil engineering']
608962.0,"['Owner manager', 'Owner managment']",['Bachelor of Arts (B.A.)'],['Sociology']
608822.0,"['Application development Analyst', 'Software Engineer']",['Bachelor of Engineering (B.E.)'],['Electrical and electronics']
608759.0,['Executive'],['Bachelor - Other'],['Shipping']
608748.0,['Management Consultant'],['Bachelor of Technology (B.Tech)'],['Computer Science and Engineering']
608726.0,['NA'],['Diploma'],['Aircraft maintenance engg']
608685.0,['NA'],['Bachelor of Commerce (B.Com)'],['Accountancy & Finance']
608681.0,['Machine Operator'],['Other'],['MPC']
608592.0,"['Project Manager- Business Analyst', 'Consultant', 'Senior Business Analyst']",['Bachelor of Arts (B.A.)'],['NA']
608545.0,"['Teaching Assistant & Head Teaching Assistant', 'Research Assistant']","['Ph.D', 'Master of Science (M.Sc)', 'Bachelor of Engineering (B.E.)']","['Electrical Engineering', 'Electrical Engineering', 'Electronics and Communications Engineering']"
608522.0,['NA'],['Master of Business Administration (M.B.A.)'],['Finance and marketing']
608500.0,"['Digital Marketer', 'Digital Marketing Associate']",['Bachelor of Science (B.Sc)'],['PHYSICS']
608497.0,"[""Strategy Manager - Founder's Office"", 'Founding Member']",['Bachelor of Technology (B.Tech)'],['Biotechnology']
608401.0,['Videographer'],['Bachelor of Commerce (B.Com)'],['Marketing']
608323.0,['Electrician'],['NA'],['NA']
608304.0,['Guest lacturer'],['Bachelor of Engineering (B.E.)'],['NA']
608287.0,['CEO - MENA'],['Bachelor of Engineering (B.E.)'],['Aircraft Designs']
608265.0,"['Duty Doctor', 'Duty Doctor']",['Bachelor of Ayurvedic Medicine & Surgery (B.A.M.S)'],['Ayurveda']
608260.0,"['Teacher', 'Actress, performer, director, acting teacher and coach', 'Entertainer and event planning', 'Italian teacher']",['Other'],['Performing Arts']
608193.0,"['Business Development Manager', 'Senior Relationship Manager']",['NA'],['NA']
608138.0,['NA'],['Bachelor of Technology (B.Tech)'],['Electrical']
608119.0,"['business development assiociate', 'System Analyst']",['Bachelor of Technology (B.Tech)'],['Information Technology']
608101.0,['NA'],['NA'],['NA']
608090.0,"['My Family Own Business', 'Supervisor', 'My Family Own Business']",['Undergraduate'],['COMMERCE']
608084.0,"['Service engineer', 'Service engineer', 'Sale executive']",['Bachelor of Engineering (B.E.)'],['Mechanical']
608071.0,['NA'],['NA'],['NA']
608058.0,"['Tax executive', 'Audit Executive']",['Bachelor of Commerce (B.Com)'],['NA']
608045.0,"['PROGRAM MANAGER', 'solution architecture', 'MANAGER', 'SENIOR ADVISORY CONSULTANT', 'SENIOR CONSULTANT', 'SENIOR CONSULTANT', 'SENIOR ENGINEER', 'PRODUCITON ENGINEER']",['Bachelor of Technology (B.Tech)'],['ELECTRICAL & ELECTRONICS ENGINEERING']
608037.0,['Sales Executive'],['Bachelor - Other'],['Chemistry']
608029.0,"['Manager', 'Manager']",['Bachelor of Computer Application (B.C.A.)'],['NA']
608024.0,['Spanish Language specialist/interpreter'],['Bachelor of Science (B.Sc)'],['Electronics']
608009.0,['NA'],['NA'],['NA']
608000.0,['NA'],['Master of Commerce (M.Com)'],['NA']
607997.0,"['Sr. Internal IT Auditor', 'IT Audit Intern', 'Article Trainee', 'Article Trainee']","['Master of Science (M.Sc)', 'Bachelor of Commerce (B.Com)']","['Information Systems', 'Accountancy & Finance']"
607974.0,['NA'],['Bachelor of Business Management (B.B.M)'],['NA']
607968.0,"['Chief Engineer', 'Marine Engineer', 'Glass Collector']","['Master of Technology (M.Tech)', 'Other']","['Marine Engineering Management', 'Chief Engineer Officer']"
607955.0,"['Nurse', 'Business development director', 'Business development manager']",['Bachelor of Science (B.Sc)'],['Nursing']
607944.0,['Co-founder & Marketing Head'],['Bachelor of Technology (B.Tech)'],['Mechanical Engineering']
607937.0,"['CTO, Game Designer', 'Senior Software Developer', 'CTO, Game Designer']",['Bachelor - Other'],['Computer Science']
607918.0,"['Quality Assurance', 'Quality Executive']",['Bachelor of Science (B.Sc)'],['Physics']
607901.0,['SDE-1'],"['Bachelor of Engineering (B.E.)', 'HSC/12', 'SSLC/10']","['ECE', 'PCME']"
607898.0,['Owner'],['Other'],['NA']
607897.0,['NA'],"['Other', 'Other']","['Diploma in VFX', 'Early Childhood Development Facilitator']"
607847.0,['NA'],['Bachelor of Science (B.Sc)'],['NA']
607835.0,['Self Employeed'],"['Bachelor of Commerce (B.Com)', 'Master of Business Administration (M.B.A.)']","['Human Resources Management', 'Marketing']"
607780.0,"['Chief Executive Officer', 'Manufacturing Engineer', 'Flight Instructor (Ground)']",['Bachelor of Engineering (B.E.)'],['Avionics']
607763.0,"['Virtual assistant', 'The assistant of Literary Program Manager of the project - Georgia Guest of Honour at the Frankfurter Buchmesse 2018', 'Copyright and Project Manager', 'Cashier-Consultant', 'Cashier-Consultant']",['Diploma'],['Psychology']
607754.0,['NA'],['Bachelor of Science (B.Sc)'],['Botany']
607699.0,['Owner'],"['Bachelor of Engineering (B.E.)', 'Bachelor of Law (B.L. / LLB)']",['Automobile engineering']
607678.0,['NA'],['HSC/12'],['Information technology']
607663.0,"['Forex and Indian market trader', 'Auditor']",['Bachelor of Commerce (B.Com)'],['Bcom']
607634.0,"['Makeup Educator', 'Content Writer']",['Bachelor of Business Administration (B.B.A.)'],['Business']
607605.0,"['Deputy Manager', 'Senior Engineer']",['Bachelor of Technology (B.Tech)'],['Mechanical Engineering']
607581.0,"['Area Head', 'Team Leader']",['Master of Business Administration (M.B.A.)'],['Marketing']
607578.0,"['Program Manager Client side', 'Senior Developer']",['Bachelor of Engineering (B.E.)'],['Computers']
607521.0,"['Driver', 'Assistant branch manager']",['Bachelor of Commerce (B.Com)'],['Personal accounting']
607471.0,['NA'],['Bachelor of Science (B.Sc)'],['Life Sciences(ZBC)']
607455.0,['NA'],['NA'],['NA']
607315.0,"['Business efficiency and financial analyst', 'Senior Associate', 'Storemen']","['Bachelor - Other', 'Postgraduate', 'Other']","['Accounting Sciences', 'Accounting Sciences', 'Chartered Accountant (South Africa)']"
606996.0,"['Senior barista', 'Sift manager']",['Other'],['NA']
606920.0,['NA'],['SSLC/10'],['Currently mbbs 3rd year']
606918.0,['Associate'],"['Bachelor of Computer Application (B.C.A.)', 'Master of Computer Application (M.C.A.)']","['Computer science', 'Computer science']"
606902.0,['NA'],['HSC/12'],['Science']
606872.0,['MULTI TASKING STAFF'],['Bachelor of Arts (B.A.)'],['NA']
606862.0,['NA'],['NA'],['NA']
606848.0,['NA'],['Bachelor of Technology (B.Tech)'],['NA']
606773.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
606755.0,['NA'],['Bachelor of Arts (B.A.)'],['Psychology']
606726.0,"['Senior Project Associate', 'Associate Analyst']",['Master of Design (M. Des)'],['Human Centered Design']
606575.0,"['Sr software test engineer', 'Software engineer']",['Bachelor of Technology (B.Tech)'],['NA']
606568.0,"['Cloud Executive', 'Cloud Systems Engineer', 'Cloud Administrator']",['Bachelor of Technology (B.Tech)'],['Electronics and Communication Engineering']
606539.0,"['CEO', 'Menajment']",['Undergraduate'],['NA']
606516.0,"['Social Work Team lead', 'Public Relation Officer', 'Social Worker', 'Mentor']","['Master of Social Work (M.S.W / M.O.S.S.)', 'Bachelor of Social Work (B.S.W / B.O.S.S.)', 'Postgraduate']","['Social Work', 'Psychology, Social Work', 'Post Graduate Diploma in Women Studies']"
606496.0,['NA'],"['HSC/12', 'Bachelor of Arts (B.A.)']","[""Art's"", 'History']"
606495.0,['Office secretary'],['Bachelor - Other'],['NA']
606487.0,"['Senior Associate - Art & Design', 'Compositor']",['Bachelor of Science (B.Sc)'],['Digital Media']
606484.0,['NA'],['Bachelor - Other'],['B.com']
606451.0,['NA'],['Bachelor - Other'],['Agriculture']
606439.0,['NA'],['Bachelor of Arts (B.A.)'],['NA']
606403.0,['CA Article'],['Other'],['CA Inter']
606388.0,['NA'],['Bachelor of Technology (B.Tech)'],['CSE']
606380.0,"['Assistant Manager', 'Senior Executive']",['Master of Business Administration (M.B.A.)'],['HR']
606375.0,"['Buying Co-ordinator', 'Merchandiser']",['Bachelor - Other'],['Apparel Production']
606374.0,['Security executive'],['Bachelor of Commerce (B.Com)'],['Commerce']
606366.0,['Adviser'],['Bachelor of Science (B.Sc)'],['NA']
606362.0,['pharmacist'],"['Diploma', 'Bachelor of Business Administration (B.B.A.)']","['pharmacy', 'finance']"
606348.0,['Security Engineer'],['Bachelor of Engineering (B.E.)'],['BTech in Electronics & comunication']
606343.0,['Software engineer(QA)'],['Bachelor of Engineering (B.E.)'],['Mechanical Engineering']
606334.0,"['Volunteer', 'Senior Teacher - Theatre', 'Theatre Teacher', 'Theatre educator', 'Fellow', 'Dance Teacher', 'Management Trainee', 'Deputy Manager - Sales']","['Master of Business Administration (M.B.A.)', 'Bachelor of Technology (B.Tech)', 'Diploma']","['Marketing and Operations', 'Electrical and Electronics Engineering', 'Acting for Film']"
606329.0,"['Customer Success Manager', 'Customer Success Manager', 'Product Manager', 'Customer Success Manager']","['Master of Business Administration (M.B.A.)', 'Bachelor of Engineering (B.E.)']","['Infrastructure Management', 'Telecommunications']"
606311.0,['NA'],['Master of Business Administration (M.B.A.)'],"['Marketing , operations']"
606298.0,"['Designated Partner/Founder', 'Regional Manager-Key Accounts']",['Postgraduate'],['Marketing Management']
606273.0,"['Project Manager', 'Asst Project Manager']","['Bachelor of Technology (B.Tech)', 'Master of Technology (M.Tech)']","['Chemical Engg', 'Computer Aided Process and Plant Design']"
606271.0,['NA'],['Bachelor of Dental Science (B.D.S.)'],['NA']
606263.0,"['Office superdent', 'Office superdent']",['Bachelor of Arts (B.A.)'],['NA']
606256.0,['NA'],['SSLC/10'],['Stock market Trading']
606233.0,"['QA (Quality assurance)', 'QA (Quality assurance)']",['Master of Commerce (M.Com)'],['Economics']
606225.0,['NA'],['Bachelor of Science (B.Sc)'],['Anthropology']
606150.0,['Bartender'],['Bachelor of Science (B.Sc)'],['NA']
606149.0,"['PROPRIETOR', 'CHIEF ENGINEER']","['Master of Business Management (M.B.M)', 'Bachelor of Engineering (B.E.)']","['MASTERS IN MARKETING MANAGEMENT', 'MECHANICAL ENGINEERING']"
606130.0,['Assistant Manager'],['Master of Business Administration (M.B.A.)'],['Finance and HR']
606122.0,['Teaching'],['Bachelor of Arts (B.A.)'],['Ba Hons humanities and social science']
606094.0,"['Software Engineer', 'Software Engineer', 'Senior Software Engineer', 'Senior Software Engineer', 'Solution Architect']","['Postgraduate', 'Bachelor of Technology (B.Tech)']","['AIML', 'IT']"
606091.0,"['Food delivery', 'Sales man', 'Sales man']",['NA'],['NA']
606070.0,['NA'],['HSC/12'],"['Mathematics, physics, chemistry']"
606049.0,"['Care taker', 'Breeder.', 'Teaching Japanese and IT work']",['Bachelor of Science (B.Sc)'],['Agriculture']
605995.0,"['Software Engineer Intern', 'Computer Science Intern', 'Physics Teaching Volunteer', 'Physics Teaching Volunteer']",['Bachelor of Engineering (B.E.)'],['Computer Science']
605962.0,['NA'],['Bachelor of Engineering (B.E.)'],['Computer science']
605946.0,['Proprietor'],['Postgraduate'],['Post Graduate Diploma in Business Management']
605945.0,['Assistant Teacher'],['Bachelor of Arts (B.A.)'],['NA']
605934.0,['Actor'],['Other'],['Acting']
605933.0,['costume stylist/ assistant costume stylist'],"['Bachelor - Other', 'Diploma']","['IT', 'Fashion Technology']"
605931.0,['NA'],['Bachelor of Science (B.Sc)'],['Statistics']
605923.0,['Sale associate'],['Bachelor - Other'],['NA']
605893.0,['Doctor'],['Bachelor of Medicine and Bachelor of Surgery (M.B.B.S.)'],['NA']
605892.0,['NA'],['Bachelor of Arts (B.A.)'],['Journalism and mass communication']
605887.0,['Principal Product Architect'],"['Bachelor of Engineering (B.E.)', 'Master of Business Administration (M.B.A.)', 'Master of Technology (M.Tech)', 'Master - Other', 'Master of Science (M.Sc)', 'Master of Business Administration (M.B.A.)']","['Mechanical', 'Enginereing management', 'Software Systems', 'Data science and analytics', 'Computer Science', 'Digital MBA for chief technology officer']"
605851.0,['NA'],['Undergraduate'],['Science']
605828.0,['Sr. Executive talent acquisition'],['Bachelor of Engineering (B.E.)'],['Mechanical engineering']
605752.0,"['Advocate', 'Advocate']","['Master of Law (M.L. / LLM)', 'Bachelor of Business Administration (B.B.A.)']",['NA']
605743.0,['NA'],['Bachelor of Commerce (B.Com)'],['Corporate secretary']
605557.0,"['Graphic Designer & M0tion Graphic Artist', 'Senior Visualizer', 'Sr. Graphic Designer', 'Sr. UI/UX Designer']",['Undergraduate'],['Biology']
605429.0,['Lead - 2D animator and designer'],['NA'],['NA']
605427.0,['Mumbai'],['NA'],['NA']
605356.0,"['Playschool teacher', 'Art Teacher']","['Bachelor of Science (B.Sc)', 'Master of Fine Arts (M.F.A.)']","['Mathematics', 'History of Art']"
605335.0,['NA'],['Bachelor of Computer Application (B.C.A.)'],['computer']
605319.0,['Account specialist'],['Bachelor of Commerce (B.Com)'],['Accounting']
605315.0,['Junior advocate'],['Bachelor of Law (B.L. / LLB)'],['NA']
605303.0,['NA'],['Bachelor of Science (B.Sc)'],['Good']
605287.0,"['Game Artist', 'Texture Artist', 'Set Designer']","['Bachelor of Commerce (B.Com)', 'Diploma']","['NA', '3D Artist']"
605284.0,"['Operations Manager', 'Operations Executive']",['Bachelor of Engineering (B.E.)'],['Information Technology']
605279.0,['Paid Assistant (Internship)'],['Bachelor of Commerce (B.Com)'],['NA']
605264.0,['Coach'],['Bachelor - Other'],['NA']
605240.0,['Group Captain'],['Master of Philosophy (M.Phil)'],['Defence & Strategic Studies']
605183.0,['Pre-Primary Teacher'],"['Bachelor of Business Management (B.B.M)', 'HSC/12', 'SSLC/10']",['Marketing']
605167.0,"['Sr. SDET', 'Sr. QA', 'Sr QA', 'Technical lead']",['Bachelor of Engineering (B.E.)'],['Computer Science']
605140.0,['ITSM and Automation Engineer'],['Bachelor of Engineering (B.E.)'],['ECE']
605030.0,"['Gymnastics', 'Farming', 'Restaurant']",['Other'],['NA']
605018.0,"['Assistant Professor', 'Project Scientist', 'Junior Engineer (Civil)']","['Bachelor of Technology (B.Tech)', 'Master of Technology (M.Tech)']","['Civil Engineering', 'Environmental Engineering & Management']"
605015.0,['NA'],['Diploma'],['Photography and moving images']
604996.0,['NA'],['NA'],['12th']
604981.0,"['Process Server', 'Waitress', 'Process Server']",['Bachelor of Law (B.L. / LLB)'],['NA']
604980.0,"['Manager, and fabrication kinetic sculptures']",['Bachelor - Other'],['B. E (mechanical)']
604970.0,['NA'],['Bachelor of Arts (B.A.)'],['POLITICAL SCIENCE']
604936.0,['NA'],"['Bachelor of Arts (B.A.)', 'Bachelor of Law (B.L. / LLB)']","['Geography', 'Law']"
604931.0,['NA'],['Bachelor of Technology (B.Tech)'],['NA']
604924.0,['NA'],['NA'],['NA']
604908.0,['Associate Sales Consultant'],"['Bachelor of Science (B.Sc)', 'Master of Business Administration (M.B.A.)', 'Other']","['Mathematics', 'International Business', 'User Experience Design, UX']"
604901.0,"['Call Center', 'Work on Computer', 'Mailman', 'Worket']",['Other'],['Actor']
604899.0,['Ex. Company Secretary'],"['Master of Commerce (M.Com)', 'Other']","['Accountancy', 'Legal and Secretarial']"
604898.0,['Sales person'],['HSC/12'],['Commerce']
604886.0,['Sales coordinator'],['Bachelor - Other'],['Accounts']
604875.0,"['Application Architect', 'Technical BA', 'Fulfilment Associate', 'Project Management Executive', 'Research and Student Assistant']","['Master of Science (M.Sc)', 'Bachelor of Technology (B.Tech)']","['Computational Neuroscience', 'Biotechnology']"
604861.0,['NA'],['NA'],['NA']
604818.0,['SUBJECT EXPERT'],"['Bachelor of Arts (B.A.)', 'Master of Arts (M.A.)']","['ECONOMICS', 'ECONOMICS']"
604809.0,"['Tour guide and office manager', 'Nursery/ Kindergarten teacher', 'Freelance tour guide', 'Kindergarten teacher']",['Bachelor of Science (B.Sc)'],['Mathematics and Accounting']
604763.0,['Management Chef'],['Bachelor of Commerce (B.Com)'],['Marketing']
604748.0,"['Neuro technologist', 'EEG trainee', 'Neuro technologist', 'Neuro technologist']","['Bachelor of Commerce (B.Com)', 'Diploma']","['Accountancy', 'Neuro tlTechnician']"
